z,rounds,sol_status_raw,status_raw,es_optimo_certificado,n_certificado,cota_no_certificada,tiempo_segundos,num_variables,num_restricciones,p_total,log2_pares
1,2,1,1,True,4,,13.9048,305,1692,0.00390625,8.0
