variante,z,rounds,sol_status_raw,status_raw,es_optimo_certificado,hay_incumbent,n_certificado,cota_no_certificada,tiempo_segundos,num_variables,num_restricciones,detalle_por_ronda,p_sbox,p_total,log2_pares
Baseline (Keccak θ + ρ/π + χ),1,1,1,1,True,True,1,,0.749,70,437,[1],0.25,0.25,2.0
