z,rounds,sol_status_raw,status_raw,es_optimo_certificado,n_certificado,cota_no_certificada,tiempo_segundos,num_variables,num_restricciones,p_total,log2_pares
1,3,0,0,False,,0,179.8967,445,2537,1.0,0.0
